Date,Open,High,Low,Close,Adj Close,Volume
2010-02-23,379.500000,382.500000,375.625000,381.049988,307.469116,1853052
2010-02-24,378.000000,385.350006,376.049988,382.674988,308.780365,4076058
2010-02-25,384.899994,384.899994,380.625000,383.125000,309.143402,2672984
2010-02-26,383.549988,389.274994,373.075012,380.899994,307.348022,3015934
2010-03-02,381.000000,384.500000,377.500000,381.600006,307.912933,4053352
2010-03-03,384.500000,387.000000,382.075012,384.375000,310.152008,2754742
2010-03-04,384.000000,385.000000,378.500000,381.950012,308.195374,2053606
2010-03-05,382.500000,383.475006,380.075012,381.299988,307.670807,1287312
2010-03-08,383.799988,385.000000,380.149994,381.350006,307.711090,3015740
2010-03-09,381.500000,389.250000,381.500000,384.350006,310.131927,3457732
2010-03-10,381.850006,392.225006,380.000000,390.024994,314.710938,4587874
2010-03-11,390.024994,397.450012,385.975006,395.799988,319.370911,3214030
2010-03-12,400.000000,400.000000,396.000000,398.475006,321.529205,2510976
2010-03-15,398.475006,410.000000,395.575012,409.000000,330.021973,6054434
2010-03-16,410.750000,415.975006,407.899994,414.500000,334.459808,3088856
2010-03-17,417.000000,422.950012,415.000000,420.350006,339.180267,4174794
2010-03-18,422.500000,422.500000,410.250000,412.924988,333.189026,3724554
2010-03-19,402.625000,417.225006,402.625000,410.450012,331.191956,4716624
2010-03-22,407.450012,416.899994,403.075012,413.799988,333.894989,3310110
2010-03-23,415.000000,416.500000,411.049988,414.325012,334.318756,1694964
2010-03-25,412.049988,418.399994,409.000000,414.899994,334.782593,5517582
2010-03-26,415.000000,418.000000,411.149994,412.524994,332.866089,1997806
2010-03-29,412.000000,414.649994,404.274994,405.975006,327.581146,3443266
2010-03-30,404.299988,408.049988,398.575012,400.000000,322.759857,3097160
2010-03-31,400.000000,403.625000,388.649994,390.325012,314.953156,7083046
2010-04-01,393.174988,404.899994,391.049988,403.899994,325.906708,5781432
2010-04-05,408.500000,408.500000,399.625000,401.674988,324.111450,3001836
2010-04-06,404.450012,404.450012,396.075012,398.024994,321.166260,3702366
2010-04-07,395.000000,404.500000,390.575012,399.024994,321.973053,3024558
2010-04-08,398.000000,403.750000,395.000000,399.725006,322.537994,4494438
2010-04-09,401.000000,403.950012,394.125000,395.799988,319.370911,3018012
2010-04-12,395.500000,400.000000,395.049988,399.049988,321.993286,2869882
2010-04-13,400.000000,411.899994,393.625000,410.424988,331.171692,8404916
2010-04-15,411.000000,417.450012,409.524994,410.850006,331.514709,4290952
2010-04-16,409.500000,414.000000,405.924988,407.549988,328.851990,3810958
2010-04-19,405.000000,412.500000,400.375000,405.975006,327.581146,6947704
2010-04-20,412.500000,416.325012,393.500000,394.750000,318.523682,12016986
2010-04-21,397.500000,399.500000,390.125000,392.500000,316.708099,7107490
2010-04-22,394.549988,396.825012,390.500000,392.975006,317.091309,4751116
2010-04-23,394.024994,396.000000,388.750000,390.100006,314.771576,4306068
2010-04-26,393.000000,395.500000,390.100006,392.549988,316.748352,2512548
2010-04-27,392.975006,394.950012,390.524994,393.649994,317.635986,2621234
2010-04-28,390.000000,391.975006,382.500000,385.149994,310.777405,2400382
2010-04-29,387.549988,387.625000,377.799988,379.875000,306.520996,4622964
2010-04-30,382.500000,386.399994,381.274994,382.700012,308.800446,3690224
2010-05-03,380.625000,385.700012,377.049988,383.399994,309.365326,2416560
2010-05-04,387.424988,387.424988,378.399994,380.500000,307.025299,2896028
2010-05-05,375.000000,384.000000,370.075012,382.875000,308.941681,4371230
2010-05-06,383.975006,385.450012,379.600006,383.549988,309.486328,2580872
2010-05-07,378.500000,381.299988,367.500000,370.700012,299.117767,4267152
2010-05-10,380.000000,421.500000,372.500000,385.125000,310.757111,2327814
2010-05-11,387.500000,389.500000,376.950012,378.149994,305.129089,1351288
2010-05-12,378.500000,383.975006,375.549988,379.725006,306.399933,2740076
2010-05-13,382.549988,386.600006,380.725006,382.799988,308.881134,1321452
2010-05-14,383.000000,388.500000,377.500000,381.924988,308.175171,2026996
2010-05-17,387.475006,387.475006,367.049988,372.875000,300.872650,3722050
2010-05-18,373.000000,373.000000,363.149994,367.549988,296.575928,3199180
2010-05-19,365.000000,366.500000,358.149994,360.750000,291.089050,3929266
2010-05-20,364.500000,366.149994,358.075012,365.000000,294.518341,2398092
2010-05-21,355.000000,362.950012,342.625000,359.350006,289.959381,2675092
2010-05-24,362.500000,365.000000,356.350006,358.799988,289.515656,2885428
2010-05-25,354.000000,357.000000,345.774994,349.774994,282.233246,2297366
2010-05-26,354.000000,372.399994,352.049988,369.000000,297.745941,3689464
2010-05-27,367.500000,374.975006,363.600006,370.924988,299.299225,6883872
2010-05-28,374.899994,376.750000,367.750000,375.399994,302.910126,2479374
2010-05-31,374.250000,376.450012,369.000000,371.524994,299.783325,3327660
2010-06-01,371.524994,375.975006,367.350006,369.600006,298.230011,3136912
2010-06-02,368.899994,379.750000,368.149994,377.125000,304.301971,2769330
2010-06-03,380.000000,384.500000,372.549988,382.725006,308.820618,1684434
2010-06-04,382.725006,384.850006,377.600006,382.674988,308.780365,1368210
2010-06-07,374.950012,378.899994,368.000000,376.625000,303.898499,1734922
2010-06-08,377.000000,381.000000,373.500000,375.100006,302.668030,2242222
2010-06-09,376.000000,379.274994,365.500000,366.524994,295.748871,4867400
2010-06-10,365.000000,376.500000,365.000000,375.250000,302.789001,1796036
2010-06-11,380.899994,381.649994,375.500000,379.549988,306.258728,3237024
2010-06-14,381.674988,393.549988,379.000000,390.500000,315.094238,3550492
2010-06-15,378.325012,388.850006,378.325012,383.049988,313.091736,2642976
2010-06-16,388.549988,389.975006,383.649994,387.399994,316.647247,2328816
2010-06-17,388.500000,392.399994,381.850006,387.649994,316.851593,1528920
2010-06-18,387.649994,394.450012,386.125000,391.600006,320.080200,2225672
2010-06-21,396.450012,397.000000,392.299988,393.850006,321.919464,1907428
2010-06-22,392.500000,393.250000,386.649994,389.325012,318.220734,1468324
2010-06-23,385.000000,394.475006,384.924988,393.149994,321.347168,2959524
2010-06-24,393.149994,394.250000,383.850006,386.725006,316.095612,3777510
2010-06-25,387.899994,387.899994,378.049988,379.250000,309.985779,2037322
2010-06-28,379.225006,383.575012,378.799988,382.375000,312.540039,1153124
2010-06-29,382.500000,382.500000,374.500000,376.899994,308.064972,2614662
2010-06-30,377.500000,379.950012,370.625000,375.500000,306.920685,3316516
2010-07-01,375.000000,375.000000,362.875000,366.000000,299.155579,3407744
2010-07-02,367.399994,373.000000,365.424988,371.899994,303.978058,2943550
2010-07-05,374.399994,374.450012,368.549988,369.500000,302.016479,2165596
2010-07-06,368.250000,380.950012,367.924988,379.575012,310.251312,2760904
2010-07-07,380.700012,383.700012,374.475006,382.299988,312.478699,2152934
2010-07-08,386.000000,389.500000,384.825012,388.399994,317.464722,2187564
2010-07-09,390.000000,392.000000,385.375000,387.225006,316.504333,1836666
2010-07-12,389.899994,397.000000,389.899994,395.850006,323.554077,2725776
2010-07-13,396.000000,396.000000,384.774994,387.325012,316.585938,5545886
2010-07-14,389.000000,392.350006,385.125000,387.325012,316.585938,2833842
2010-07-15,385.500000,392.450012,382.625000,391.049988,319.630676,3795536
2010-07-16,397.500000,419.250000,397.500000,416.825012,340.698364,19135452
2010-07-19,415.725006,417.350006,411.625000,413.350006,337.857910,3027924
2010-07-20,413.350006,417.274994,412.500000,413.625000,338.082672,2342062
2010-07-21,416.000000,422.399994,414.799988,421.500000,344.519470,2943720
2010-07-22,421.500000,423.000000,416.250000,421.850006,344.805603,1362882
2010-07-23,425.000000,425.000000,417.549988,419.649994,343.007294,1894472
2010-07-26,421.200012,425.799988,420.200012,424.625000,347.073669,2766490
2010-07-27,427.500000,429.899994,423.100006,424.575012,347.032898,2106602
2010-07-28,425.500000,428.975006,423.500000,427.225006,349.198883,4359228
2010-07-29,427.500000,427.500000,424.500000,425.000000,348.195221,5331904
2010-07-30,424.500000,425.000000,417.500000,419.899994,344.016937,1283426
2010-08-02,421.500000,424.225006,418.500000,419.149994,343.402466,2827762
2010-08-03,420.500000,422.250000,414.274994,416.024994,340.842224,1281552
2010-08-04,418.000000,436.000000,417.924988,434.399994,355.896454,5583934
2010-08-05,436.000000,441.200012,432.825012,438.924988,359.603851,2912950
2010-08-06,440.000000,441.750000,430.325012,432.350006,354.216949,2437734
2010-08-09,430.575012,441.850006,423.049988,439.924988,360.422974,4259986
2010-08-10,442.500000,442.500000,430.700012,432.250000,354.134979,1545194
2010-08-11,431.000000,436.500000,427.399994,429.075012,351.533813,4020248
2010-08-12,428.450012,428.450012,423.100006,426.725006,349.608643,2278092
2010-08-13,428.500000,431.450012,419.000000,427.200012,349.997681,2589906
2010-08-16,428.500000,431.274994,424.399994,427.049988,349.874725,1319098
2010-08-17,425.049988,430.500000,422.000000,425.100006,348.277161,1733196
2010-08-18,426.500000,437.899994,425.000000,435.549988,356.838654,2888916
2010-08-19,437.000000,440.450012,433.649994,436.024994,357.227814,2148534
2010-08-20,434.500000,439.950012,431.500000,434.475006,355.957916,1746396
2010-08-23,430.000000,437.725006,428.524994,435.200012,356.551880,1049830
2010-08-24,435.000000,440.950012,432.500000,435.350006,356.674774,2650474
2010-08-25,436.000000,440.750000,433.149994,435.600006,356.879669,2379968
2010-08-26,437.000000,439.500000,430.125000,438.250000,359.050659,4204428
2010-08-27,436.049988,436.500000,425.500000,428.024994,350.673553,1276514
2010-08-30,431.399994,431.399994,420.049988,422.825012,346.413361,1558570
2010-08-31,420.000000,423.850006,415.100006,421.875000,345.635010,2447874
2010-09-01,421.000000,430.500000,420.000000,429.200012,351.636292,2745484
2010-09-02,433.750000,433.750000,420.750000,422.049988,345.778381,2758800
2010-09-03,425.000000,425.750000,417.549988,418.649994,342.992676,2777970
2010-09-06,419.000000,428.750000,419.000000,427.674988,350.386902,2287978
2010-09-07,429.000000,437.450012,428.000000,435.674988,356.941040,2484236
2010-09-08,432.000000,441.450012,429.450012,439.524994,360.095337,4189478
2010-09-09,441.000000,441.250000,435.674988,437.350006,358.313354,2938158
2010-09-13,435.674988,444.500000,435.350006,439.875000,360.382080,2349410
2010-09-14,441.500000,449.500000,440.149994,447.674988,366.772430,3071038
2010-09-15,450.000000,459.700012,449.500000,457.399994,374.739868,5560394
2010-09-16,454.000000,456.725006,432.250000,447.700012,366.792938,2334264
2010-09-17,450.049988,459.375000,450.049988,456.899994,374.330261,3007978
2010-09-20,458.500000,460.950012,453.350006,456.125000,373.695374,2419108
2010-09-21,456.000000,479.000000,455.149994,476.975006,390.777557,4997184
2010-09-22,478.000000,480.000000,465.000000,467.625000,383.117157,4031066
2010-09-23,470.000000,472.649994,463.899994,465.674988,381.519531,3327236
2010-09-24,466.549988,468.950012,462.500000,465.975006,381.765320,2738784
2010-09-27,467.500000,470.725006,461.000000,463.799988,379.983429,3423290
2010-09-28,462.625000,465.149994,457.049988,459.825012,376.726776,2521714
2010-09-29,462.500000,468.625000,457.450012,460.174988,377.013489,3370194
2010-09-30,462.500000,465.000000,457.575012,463.475006,379.717194,7560924
2010-10-01,463.500000,483.000000,461.000000,480.799988,393.911255,3326156
2010-10-04,483.375000,487.500000,476.500000,477.899994,391.535370,2140956
2010-10-05,475.000000,482.975006,473.075012,475.125000,389.261749,2211664
2010-10-06,475.000000,483.950012,475.000000,479.825012,393.112396,1838960
2010-10-07,480.000000,483.000000,469.200012,474.399994,388.667755,1972940
2010-10-08,472.024994,477.350006,434.500000,471.299988,386.128052,2695996
2010-10-11,471.299988,476.975006,464.524994,470.450012,385.431641,3065370
2010-10-12,471.325012,477.899994,469.549988,475.350006,389.446106,2608902
2010-10-13,477.975006,498.850006,474.549988,496.424988,406.712494,5350604
2010-10-14,498.450012,502.000000,491.174988,493.024994,403.926819,2949086
2010-10-15,499.500000,505.500000,472.500000,475.149994,389.282196,5717798
2010-10-18,485.000000,492.000000,465.000000,490.625000,401.960693,4480734
2010-10-19,491.000000,493.700012,482.049988,483.875000,396.430450,2200912
2010-10-20,482.250000,490.250000,478.100006,481.625000,394.587189,2206638
2010-10-21,487.024994,496.924988,485.000000,493.100006,403.988403,3752354
2010-10-22,511.000000,524.700012,511.000000,520.099976,426.109009,9610404
2010-10-25,521.500000,536.474976,518.599976,533.474976,437.066864,5156316
2010-10-26,531.750000,533.875000,520.775024,531.299988,435.284973,3507024
2010-10-27,530.000000,533.400024,521.775024,524.099976,429.386108,2141382
2010-10-28,525.000000,533.775024,520.000000,526.450012,431.311432,5255690
2010-10-29,530.000000,530.000000,515.500000,526.450012,431.311432,2212398
2010-11-01,526.025024,533.200012,524.549988,526.700012,432.337524,1147948
2010-11-02,527.500000,530.000000,521.849976,524.724976,430.716492,1565778
2010-11-03,525.450012,539.500000,524.200012,526.400024,432.091309,2217878
2010-11-04,531.000000,539.299988,530.750000,534.575012,438.801697,1717440
2010-11-08,540.000000,541.200012,531.049988,534.075012,438.391235,2248586
2010-11-09,536.950012,549.349976,534.250000,545.549988,447.810486,3504086
2010-11-10,546.125000,554.000000,543.049988,546.150024,448.303070,1540224
2010-11-11,545.000000,545.000000,529.125000,532.375000,436.995819,1926096
2010-11-12,530.000000,534.950012,524.099976,527.950012,433.363647,1802330
2010-11-15,532.500000,539.924988,526.500000,533.000000,437.508911,1389396
2010-11-16,533.000000,533.200012,521.099976,524.450012,430.490631,2178076
2010-11-18,536.000000,536.000000,520.000000,521.400024,427.987061,2765160
2010-11-19,522.450012,524.500000,503.000000,507.700012,416.741547,2172652
2010-11-22,508.000000,521.500000,505.750000,519.549988,426.468292,2221236
2010-11-23,517.000000,522.500000,506.200012,515.025024,422.754242,1684448
2010-11-24,512.500000,517.250000,499.475006,502.375000,412.370514,3008608
2010-11-25,505.024994,520.950012,503.549988,510.899994,419.368195,5855006
2010-11-26,512.500000,527.000000,512.500000,523.625000,429.813477,3617826
2010-11-29,527.500000,539.250000,525.125000,535.650024,439.684082,4518892
2010-11-30,530.250000,543.025024,526.549988,538.000000,441.613129,4808408
2010-12-01,532.000000,546.599976,532.000000,540.950012,444.034515,3776032
2010-12-02,545.500000,549.599976,537.525024,547.900024,449.739349,4095716
2010-12-03,546.525024,556.500000,545.575012,548.674988,450.375519,2030112
2010-12-06,550.000000,555.000000,547.650024,550.849976,452.160858,1930954
2010-12-07,550.000000,550.000000,541.049988,543.750000,446.332886,2158324
2010-12-08,545.474976,546.474976,535.625000,539.575012,442.905792,1984132
2010-12-09,541.849976,548.650024,534.049988,536.299988,440.217590,2579902
2010-12-10,533.500000,541.924988,528.500000,537.450012,441.161530,2245624
2010-12-13,535.500000,540.349976,524.200012,538.049988,441.654022,2115066
2010-12-14,536.599976,544.799988,532.075012,540.474976,443.644714,2615340
2010-12-15,542.549988,554.200012,540.750000,551.825012,452.961060,2572034
2010-12-16,554.500000,572.000000,552.075012,570.349976,468.167358,4515704
2010-12-20,567.400024,588.500000,557.424988,583.349976,478.837952,4514046
2010-12-21,584.500000,586.125000,577.000000,580.400024,476.416748,2810642
2010-12-22,583.500000,584.500000,568.875000,574.875000,471.881683,3186836
2010-12-23,575.000000,579.775024,566.049988,570.000000,467.879974,2850924
2010-12-24,567.000000,574.400024,562.875000,570.549988,468.331421,1624640
2010-12-27,572.500000,579.724976,569.099976,570.599976,468.372498,1664936
2010-12-28,570.599976,575.450012,570.025024,573.174988,470.486267,1012876
2010-12-29,574.500000,581.000000,573.525024,578.474976,474.836853,1042370
2010-12-30,576.250000,587.400024,576.250000,585.099976,480.274780,3845552
2010-12-31,586.250000,590.000000,580.900024,582.825012,478.407227,1532980
2011-01-03,583.500000,588.474976,577.275024,579.025024,475.288147,1405042
2011-01-04,581.950012,583.075012,569.049988,572.375000,469.829590,2502868
2011-01-05,572.625000,582.950012,570.875000,579.474976,475.657440,3069674
2011-01-06,584.000000,591.000000,576.549988,585.849976,480.890320,2846720
2011-01-07,588.000000,593.424988,569.075012,571.325012,468.967651,2532724
2011-01-10,573.750000,574.500000,560.500000,565.450012,464.145111,3952426
2011-01-11,561.500000,567.775024,543.900024,549.250000,450.847626,3768730
2011-01-12,554.950012,575.799988,554.000000,567.974976,466.217834,3160874
2011-01-13,564.474976,577.974976,558.099976,562.125000,461.415894,5589198
2011-01-14,564.950012,575.000000,560.000000,560.075012,459.733093,3151692
2011-01-17,560.599976,573.275024,560.000000,568.700012,466.812744,3000212
2011-01-18,587.000000,604.450012,582.174988,601.275024,493.551910,8481370
2011-01-19,601.724976,604.500000,592.500000,596.500000,489.632355,2952040
2011-01-20,590.000000,609.375000,590.000000,606.099976,497.512573,4545208
2011-01-21,605.000000,610.000000,602.000000,605.825012,497.286774,2597404
2011-01-24,600.000000,610.000000,599.125000,604.599976,496.281189,2016678
2011-01-25,607.400024,609.650024,590.000000,594.275024,487.805878,2467094
2011-01-27,593.775024,604.974976,590.799988,599.700012,493.088745,4714118
2011-01-28,597.500000,601.799988,582.625000,590.674988,485.668121,3014578
2011-01-31,584.500000,584.500000,564.275024,579.750000,476.685211,5940816
2011-02-01,582.500000,582.500000,566.500000,575.075012,472.841431,4212708
2011-02-02,585.000000,599.450012,581.174988,591.224976,486.120239,3937618
2011-02-03,592.349976,597.849976,585.325012,591.849976,486.634308,1883412
2011-02-04,588.000000,591.549988,570.125000,574.400024,472.286530,3457600
2011-02-07,586.750000,586.750000,563.250000,565.575012,465.030304,2578382
2011-02-08,566.000000,574.950012,559.250000,562.549988,462.543152,5288638
2011-02-09,561.250000,564.799988,541.849976,549.150024,451.525208,6012732
2011-02-10,550.000000,557.250000,536.000000,545.375000,448.421326,4551822
2011-02-11,542.049988,552.099976,527.950012,544.799988,447.948547,2945056
2011-02-14,545.500000,560.000000,543.500000,556.150024,457.280762,2462548
2011-02-15,559.500000,559.500000,538.275024,548.849976,451.278503,3625426
2011-02-16,552.500000,554.849976,540.500000,548.250000,450.785217,2464592
2011-02-17,552.500000,557.224976,546.200012,554.599976,456.006348,1477760
2011-02-18,555.125000,566.200012,541.049988,544.849976,447.989532,4076928
2011-02-21,545.000000,574.000000,529.099976,569.299988,468.092865,5657800
2011-02-22,561.325012,573.849976,560.000000,569.375000,468.154755,3305400
2011-02-23,564.075012,572.474976,561.549988,562.775024,462.728119,1879344
2011-02-24,559.500000,569.375000,545.650024,555.900024,457.075348,5378830
2011-02-25,552.650024,558.500000,544.125000,555.025024,456.355682,3070474
2011-02-28,550.599976,574.125000,550.000000,555.125000,456.437988,3229396
2011-03-01,556.500000,566.000000,548.799988,562.250000,462.296356,3167804
2011-03-03,559.950012,577.500000,553.500000,575.099976,472.861847,3452600
2011-03-04,581.674988,581.674988,566.250000,567.775024,466.839172,2061198
2011-03-07,562.000000,562.500000,547.224976,554.125000,455.615845,4184588
2011-03-08,552.575012,564.400024,552.575012,558.849976,459.500793,3947902
2011-03-09,561.275024,569.000000,559.250000,563.349976,463.200775,2424486
2011-03-10,561.000000,561.000000,550.000000,554.275024,455.739075,1871324
2011-03-11,550.000000,551.200012,531.650024,538.525024,442.789124,5012882
2011-03-14,535.500000,551.000000,529.200012,548.775024,451.217041,3248618
2011-03-15,537.500000,547.724976,532.825012,544.900024,448.030884,3411868
2011-03-16,546.000000,561.724976,545.575012,557.424988,458.329102,2677874
2011-03-17,552.500000,559.450012,546.325012,549.000000,451.401855,2056102
2011-03-18,546.750000,554.500000,538.049988,541.375000,445.132355,2211348
2011-03-21,545.750000,545.750000,533.250000,535.400024,440.219818,2619090
2011-03-22,537.549988,540.000000,531.500000,534.750000,439.685120,2657774
2011-03-23,535.500000,535.500000,528.625000,532.174988,437.567932,4352248
2011-03-24,535.500000,547.775024,535.000000,546.700012,449.510803,3094834
2011-03-25,558.424988,564.250000,551.875000,559.825012,460.302490,4146434
2011-03-28,561.924988,563.349976,554.000000,559.950012,460.405304,2248642
2011-03-29,560.000000,575.950012,559.575012,569.349976,468.134247,3159588
2011-03-30,574.000000,582.000000,572.450012,575.974976,473.581421,2294770
2011-03-31,576.000000,599.000000,576.000000,591.950012,486.716553,7394126
2011-04-01,592.500000,599.375000,586.275024,590.075012,485.174683,1799624
2011-04-04,592.500000,608.000000,592.000000,606.599976,498.762146,2311616
2011-04-05,607.525024,621.974976,601.875000,619.924988,509.718323,2891014
2011-04-06,619.500000,623.474976,607.075012,610.924988,502.318024,2422352
2011-04-07,610.000000,610.000000,597.575012,599.599976,493.006531,2149016
2011-04-08,598.450012,607.000000,592.375000,598.000000,491.690887,1983768
2011-04-11,590.075012,597.500000,587.650024,589.200012,484.455170,2256232
2011-04-13,587.500000,610.700012,587.150024,605.049988,497.487823,3757530
2011-04-15,608.450012,609.950012,590.000000,595.700012,489.799805,7566770
2011-04-18,599.000000,606.250000,570.025024,572.299988,470.559875,7765454
2011-04-19,572.299988,584.700012,570.000000,582.349976,478.823120,3120224
2011-04-20,589.900024,612.000000,589.775024,609.349976,501.023193,5338548
2011-04-21,620.500000,622.900024,585.424988,596.049988,490.087646,17333968
2011-04-25,598.500000,602.000000,586.325012,598.924988,492.451508,4191552
2011-04-26,600.000000,601.000000,590.174988,594.500000,488.813019,3155246
2011-04-27,597.474976,597.474976,588.025024,590.299988,485.359619,1774478
2011-04-28,590.075012,591.750000,577.799988,579.325012,476.335785,2846194
2011-04-29,586.000000,586.000000,575.125000,582.825012,479.213593,1866696
2011-05-02,585.000000,588.750000,576.250000,579.224976,476.253723,1543070
2011-05-03,581.000000,581.000000,565.500000,569.224976,468.031525,2120156
2011-05-04,573.000000,573.000000,557.575012,568.525024,467.455902,2722934
2011-05-05,572.500000,572.500000,554.049988,557.500000,458.390808,1885596
2011-05-06,560.000000,576.750000,559.875000,574.474976,472.348022,2405348
2011-05-09,575.000000,575.974976,562.250000,567.775024,466.839172,1012232
2011-05-10,566.500000,579.974976,564.000000,569.950012,468.627502,1529158
2011-05-11,569.500000,575.849976,563.049988,570.125000,468.771515,1460670
2011-05-12,566.950012,566.950012,554.174988,555.875000,457.054840,2540458
2011-05-13,556.000000,571.150024,556.000000,563.549988,463.365326,2365488
2011-05-16,560.500000,573.700012,560.000000,565.549988,465.009674,2227368
2011-05-17,561.025024,574.599976,561.025024,570.849976,469.367493,1391414
2011-05-18,571.125000,580.750000,571.125000,577.525024,474.855835,2225180
2011-05-19,582.500000,585.000000,578.000000,582.424988,478.884735,2050922
2011-05-20,586.875000,591.700012,581.625000,587.500000,483.057434,2050600
2011-05-23,582.000000,585.250000,575.000000,583.275024,479.583679,2017284
2011-05-24,581.325012,586.400024,569.575012,574.950012,472.738739,1681994
2011-05-25,574.549988,574.950012,560.000000,564.299988,463.981995,1867470
2011-05-26,569.500000,571.500000,560.000000,567.875000,466.921387,2060218
2011-05-27,574.275024,574.950012,568.150024,572.275024,470.539215,1286704
2011-05-30,575.500000,579.974976,571.150024,575.974976,473.581421,1140868
2011-05-31,577.500000,588.849976,575.049988,578.575012,475.719208,2644154
2011-06-01,578.500000,588.500000,578.500000,587.700012,483.222168,982386
2011-06-02,579.450012,586.000000,578.325012,583.875000,480.076996,1697654
2011-06-03,583.000000,587.500000,575.000000,576.049988,473.642975,1367808
2011-06-06,570.000000,584.000000,570.000000,582.174988,478.679230,1357074
2011-06-07,581.500000,591.575012,579.000000,589.650024,484.825500,1837442
2011-06-08,585.950012,592.500000,581.750000,590.700012,489.005829,2127670
2011-06-09,587.500000,596.900024,587.500000,593.174988,491.054840,2693966
2011-06-10,593.275024,598.750000,592.549988,594.599976,492.234711,3774550
2011-06-13,594.599976,595.250000,586.275024,587.650024,486.481079,3229400
2011-06-14,589.000000,597.450012,589.000000,595.525024,493.000305,2125782
2011-06-15,593.000000,602.500000,590.625000,592.125000,490.185577,2812382
2011-06-16,591.500000,592.950012,574.125000,575.575012,476.484894,2337520
2011-06-17,577.500000,578.500000,552.000000,554.599976,459.120850,3788146
2011-06-20,557.500000,559.500000,529.000000,534.650024,442.605377,5310408
2011-06-21,537.500000,555.349976,531.599976,553.375000,458.106720,3425946
2011-06-22,558.000000,558.450012,540.000000,541.750000,448.483002,3570834
2011-06-23,540.900024,550.500000,535.049988,548.500000,454.071045,2428236
2011-06-24,550.000000,570.375000,549.500000,568.875000,470.938263,4151588
2011-06-27,561.000000,577.349976,561.000000,575.299988,476.257233,3125218
2011-06-28,580.000000,581.000000,567.825012,577.000000,477.664520,2133332
2011-06-29,577.349976,589.450012,577.349976,584.924988,484.225128,2958704
2011-06-30,584.900024,596.000000,583.500000,592.099976,490.164856,5172916
2011-07-01,599.000000,599.000000,589.849976,595.950012,493.352112,1920840
2011-07-04,596.500000,600.000000,590.000000,592.849976,490.785858,1603734
2011-07-05,594.900024,595.500000,586.700012,589.724976,488.198761,2061136
2011-07-06,589.125000,596.450012,585.849976,591.400024,489.585449,1490178
2011-07-07,591.549988,600.000000,591.549988,597.950012,495.007782,2602634
2011-07-08,598.000000,602.500000,584.625000,585.825012,484.970367,3412060
2011-07-11,585.000000,588.900024,573.299988,578.325012,478.761444,1822504
2011-07-12,567.849976,574.400024,556.049988,572.674988,474.084015,4079404
2011-07-13,575.000000,584.000000,565.500000,574.525024,475.615753,3952600
2011-07-14,575.000000,579.299988,559.549988,561.849976,465.122650,6937844
2011-07-15,584.000000,588.950012,570.549988,573.025024,474.373901,7279700
2011-07-18,574.000000,576.000000,561.150024,562.525024,465.681427,3125208
2011-07-19,560.799988,574.075012,560.125000,570.025024,471.890320,2195292
2011-07-20,575.000000,575.900024,562.500000,566.224976,468.744446,2807746
2011-07-21,566.000000,566.250000,560.025024,561.275024,464.646667,1850624
2011-07-22,563.375000,570.650024,563.250000,566.700012,469.137787,2090442
2011-07-25,567.500000,572.000000,561.575012,569.950012,471.828278,4740714
